"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 07 21:49:45 AEDT 2022","Wed Dec 07 21:50:24 AEDT 2022","39218","","Sports Bet - Racing","","","","Sports Bet - Racing - Add Horse Bets",""
